Facility Name,Facility ID,Unit ID
Nueces Bay,3441,9
Victoria Power Station,3443,9
Lake Hubbard,3452,1
Lake Hubbard,3452,2
Mountain Creek Generating Station,3453,6
Mountain Creek Generating Station,3453,7
Mountain Creek Generating Station,3453,8
Newman Power Station,3456,1
Newman Power Station,3456,2
Newman Power Station,3456,3
Newman Power Station,3456,**4
Newman Power Station,3456,**5
Newman Power Station,3456,GT-6A
Newman Power Station,3456,GT-6B
Newman Power Station,3456,SC-7
Lewis Creek,3457,1
Lewis Creek,3457,2
Sabine,3459,1
Sabine,3459,3
Sabine,3459,4
Sabine,3459,5
Cedar Bayou,3460,CBY1
Cedar Bayou,3460,CBY2
Greens Bayou,3464,GBY73
Greens Bayou,3464,GBY74
Greens Bayou,3464,GBY81
Greens Bayou,3464,GBY82
Greens Bayou,3464,GBY83
Greens Bayou,3464,GBY84
T H Wharton,3469,THW31
T H Wharton,3469,THW32
T H Wharton,3469,THW33
T H Wharton,3469,THW34
T H Wharton,3469,THW41
T H Wharton,3469,THW42
T H Wharton,3469,THW43
T H Wharton,3469,THW44
T H Wharton,3469,THW51
T H Wharton,3469,THW52
T H Wharton,3469,THW53
T H Wharton,3469,THW54
T H Wharton,3469,THW55
T H Wharton,3469,THW56
W A Parish,3470,WAP1
W A Parish,3470,WAP2
W A Parish,3470,WAP3
W A Parish,3470,WAP4
W A Parish,3470,WAP5
W A Parish,3470,WAP6
W A Parish,3470,WAP7
W A Parish,3470,WAP8
Knox Lee Power Plant,3476,5
Wilkes Power Plant,3478,1
Wilkes Power Plant,3478,2
Wilkes Power Plant,3478,3
Jones Station,3482,151B
Jones Station,3482,152B
Jones Station,3482,153T
Jones Station,3482,154T
Nichols Station,3484,141B
Nichols Station,3484,142B
Nichols Station,3484,143B
Plant X,3485,111B
Plant X,3485,112B
Plant X,3485,114B
Graham,3490,1
Graham,3490,2
Handley Generating Station,3491,3
Handley Generating Station,3491,4
Handley Generating Station,3491,5
Morgan Creek,3492,CT1
Morgan Creek,3492,CT2
Morgan Creek,3492,CT3
Morgan Creek,3492,CT4
Morgan Creek,3492,CT5
Morgan Creek,3492,CT6
Permian Basin,3494,CT1
Permian Basin,3494,CT2
Permian Basin,3494,CT3
Permian Basin,3494,CT4
Permian Basin,3494,CT5
Stryker Creek,3504,1
Stryker Creek,3504,2
Trinidad,3507,9
Decker Creek,3548,GT-1A
Decker Creek,3548,GT-1B
Decker Creek,3548,GT-2A
Decker Creek,3548,GT-2B
Decker Creek,3548,GT-3A
Decker Creek,3548,GT-3B
Decker Creek,3548,GT-4A
Decker Creek,3548,GT-4B
Silas Ray,3559,10
Silas Ray,3559,9
Ray Olinger,3576,BW2
Ray Olinger,3576,BW3
Ray Olinger,3576,CE1
Ray Olinger,3576,GE4
Sim Gideon,3601,1
Sim Gideon,3601,2
Sim Gideon,3601,3
J Robert Massengale Generating Station,3604,GT1
Leon Creek,3609,CGT1
Leon Creek,3609,CGT2
Leon Creek,3609,CGT3
Leon Creek,3609,CGT4
O W Sommers,3611,1
O W Sommers,3611,2
V H Braunig,3612,1
V H Braunig,3612,2
V H Braunig,3612,3
V H Braunig,3612,CGT5
V H Braunig,3612,CGT6
V H Braunig,3612,CGT7
V H Braunig,3612,CGT8
V H Braunig,3612,CT01
V H Braunig,3612,CT02
R W Miller,3628,1
R W Miller,3628,2
R W Miller,3628,3
R W Miller,3628,**4
R W Miller,3628,**5
Sam Rayburn Plant,3631,CT7
Sam Rayburn Plant,3631,CT8
Sam Rayburn Plant,3631,CT9
Gadsby,3648,1
Gadsby,3648,2
Gadsby,3648,3
Gadsby,3648,4
Gadsby,3648,5
Gadsby,3648,6
Berlin 5,3734,A
Berlin 5,3734,B
Penny Lane Gas Turbine,3754,CT1
Penny Lane Gas Turbine,3754,CT2
Clinch River,3775,1
Clinch River,3775,2
Tasley Energy Center,3785,TA10
Chesterfield Power Station,3797,7
Chesterfield Power Station,3797,**8A
Possum Point Power Station,3804,6A
Possum Point Power Station,3804,6B
Centralia,3845,BW22
John E Amos,3935,1
John E Amos,3935,2
John E Amos,3935,3
Fort Martin Power Station,3943,1
Fort Martin Power Station,3943,2
Harrison Power Station,3944,1
Harrison Power Station,3944,2
Harrison Power Station,3944,3
Mitchell (WV),3948,1
Mitchell (WV),3948,2
Mount Storm Power Station,3954,1
Mount Storm Power Station,3954,2
Mount Storm Power Station,3954,3
Bay Front,3982,1
Bay Front,3982,2
Fitchburg Generating Station,3991,1
Fitchburg Generating Station,3991,2
Blount Street,3992,8
Blount Street,3992,9
French Island,4005,3
French Island,4005,4
Wheaton Generating Plant,4014,1
Wheaton Generating Plant,4014,2
Wheaton Generating Plant,4014,3
Wheaton Generating Plant,4014,4
Port Washington Generating Station,4040,11
Port Washington Generating Station,4040,12
Port Washington Generating Station,4040,21
Port Washington Generating Station,4040,22
South Oak Creek,4041,7
South Oak Creek,4041,8
Valley (WEPCO),4042,1
Valley (WEPCO),4042,2
Valley (WEPCO),4042,3
Valley (WEPCO),4042,4
Edgewater (4050),4050,5
Pulliam,4072,32
West Marinette,4076,31A
West Marinette,4076,31B
West Marinette,4076,32A
West Marinette,4076,32B
West Marinette,4076,**33
West Marinette,4076,**34
Weston,4078,3
Weston,4078,4
Manitowoc,4125,8
Manitowoc,4125,9
Dave Johnston,4158,BW41
Dave Johnston,4158,BW42
Dave Johnston,4158,BW43
Dave Johnston,4158,BW44
Naughton,4162,1
Naughton,4162,2
Naughton,4162,3
Power Lane Steam Plant,4195,2
Power Lane Steam Plant,4195,3
Spencer,4266,4
Spencer,4266,5
J P Madgett,4271,B1
T C Ferguson Power Plant,4937,CT-1
T C Ferguson Power Plant,4937,CT-2
Barney M. Davis,4939,1
Barney M. Davis,4939,3
Barney M. Davis,4939,4
Riverside (4940),4940,1501
Riverside (4940),4940,1502
Riverside (4940),4940,1503
Riverside (4940),4940,1504
Cumberland Energy Center,5083,4001
Cumberland Energy Center,5083,5001
James H Miller Jr,6002,1
James H Miller Jr,6002,2
James H Miller Jr,6002,3
James H Miller Jr,6002,4
Pleasants Power Station,6004,1
Pleasants Power Station,6004,2
White Bluff,6009,1
White Bluff,6009,2
Olive,6013,1
Olive,6013,02
Newton,6017,1
East Bend,6018,2
Craig,6021,C1
Craig,6021,C2
Craig,6021,C3
Coal Creek,6030,1
Coal Creek,6030,2
Belle River,6034,1
Belle River,6034,2
Belle River,6034,CTG121
Belle River,6034,CTG122
Belle River,6034,CTG131
Greenwood,6035,1
Greenwood,6035,CTG111
Greenwood,6035,CTG112
Greenwood,6035,CTG121
H L Spurlock,6041,1
H L Spurlock,6041,2
H L Spurlock,6041,3
H L Spurlock,6041,4
Manatee,6042,MTCT3A
Manatee,6042,MTCT3B
Manatee,6042,MTCT3C
Manatee,6042,MTCT3D
Manatee,6042,PMT1
Manatee,6042,PMT2
Martin,6043,HRSG3A
Martin,6043,HRSG3B
Martin,6043,HRSG4A
Martin,6043,HRSG4B
Martin,6043,PMR8A
Martin,6043,PMR8B
Martin,6043,PMR8C
Martin,6043,PMR8D
Debary,6046,**10
Debary,6046,**7
Debary,6046,**8
Debary,6046,**9
Big Cajun 2,6055,2B1
Big Cajun 2,6055,2B2
Big Cajun 2,6055,2B3
Cascade Creek,6058,CT1
Cascade Creek,6058,CT2
Cascade Creek,6058,CT3
R D Morrow Senior Generating Plant,6061,3
Electrifarm,6063,1
Electrifarm,6063,2
Electrifarm,6063,3
Nearman Creek,6064,CT4
Nearman Creek,6064,N1
Iatan,6065,1
Iatan,6065,2
Jeffrey Energy Center,6068,1
Jeffrey Energy Center,6068,2
Jeffrey Energy Center,6068,3
Trimble County,6071,1
Trimble County,6071,10
Trimble County,6071,2
Trimble County,6071,5
Trimble County,6071,6
Trimble County,6071,7
Trimble County,6071,8
Trimble County,6071,9
Daniel Electric Generating Plant,6073,1
Daniel Electric Generating Plant,6073,2
Daniel Electric Generating Plant,6073,3A
Daniel Electric Generating Plant,6073,3B
Daniel Electric Generating Plant,6073,4A
Daniel Electric Generating Plant,6073,4B
Greenwood Energy Center,6074,1
Greenwood Energy Center,6074,2
Greenwood Energy Center,6074,3
Greenwood Energy Center,6074,4
Colstrip,6076,3
Colstrip,6076,4
Gerald Gentleman Station,6077,1
Gerald Gentleman Station,6077,2
Stony Brook Energy Center,6081,1
Stony Brook Energy Center,6081,2
Stony Brook Energy Center,6081,3
Stony Brook Energy Center,6081,4
Stony Brook Energy Center,6081,005
R M Schahfer Generating Station,6085,16A
R M Schahfer Generating Station,6085,16B
R M Schahfer Generating Station,6085,17
R M Schahfer Generating Station,6085,18
Sherburne County,6090,1
Sherburne County,6090,3
Sooner,6095,1
Sooner,6095,2
Nebraska City Station,6096,1
Nebraska City Station,6096,2
Big Stone,6098,1
Wyodak,6101,BW91
Fort St. Vrain,6112,2
Fort St. Vrain,6112,3
Fort St. Vrain,6112,4
Fort St. Vrain,6112,5
Fort St. Vrain,6112,6
Gibson,6113,1
Gibson,6113,2
Gibson,6113,3
Gibson,6113,4
Gibson,6113,5
McIntosh (6124),6124,CT1
McIntosh (6124),6124,CT2
McIntosh (6124),6124,CT3
McIntosh (6124),6124,CT4
McIntosh (6124),6124,CT5
McIntosh (6124),6124,CT6
McIntosh (6124),6124,CT7
McIntosh (6124),6124,CT8
A B Brown Generating Station,6137,3
A B Brown Generating Station,6137,4
Flint Creek Power Plant,6138,1
Welsh Power Plant,6139,1
Welsh Power Plant,6139,3
Martin Lake,6146,1
Martin Lake,6146,2
Martin Lake,6146,3
Rush Island,6155,1
Rush Island,6155,2
New Haven Harbor,6156,NHB1
New Haven Harbor,6156,NHHS2
New Haven Harbor,6156,NHHS3
New Haven Harbor,6156,NHHS4
Hunter,6165,1
Hunter,6165,2
Hunter,6165,3
Rockport,6166,MB1
Rockport,6166,MB2
Coronado Generating Station,6177,U1B
Coronado Generating Station,6177,U2B
Coleto Creek,6178,1
Sam Seymour,6179,1
Sam Seymour,6179,2
Sam Seymour,6179,3
Oak Grove,6180,1
Oak Grove,6180,2
San Miguel,6183,SM-1
Brame Energy Center,6190,1
Brame Energy Center,6190,2
Brame Energy Center,6190,3-1
Brame Energy Center,6190,3-2
Harrington Station,6193,061B
Harrington Station,6193,062B
Harrington Station,6193,063B
Tolk Station,6194,171B
Tolk Station,6194,172B
John Twitty Energy Center,6195,1
John Twitty Energy Center,6195,2
John Twitty Energy Center,6195,CT1A
John Twitty Energy Center,6195,CT1B
John Twitty Energy Center,6195,CT2A
John Twitty Energy Center,6195,CT2B
Laramie River,6204,1
Laramie River,6204,2
Laramie River,6204,3
Merom,6213,1SG1
Merom,6213,2SG1
Empire District Elec Co Energy Ctr,6223,1
Empire District Elec Co Energy Ctr,6223,2
Empire District Elec Co Energy Ctr,6223,3A
Empire District Elec Co Energy Ctr,6223,3B
Empire District Elec Co Energy Ctr,6223,4A
Empire District Elec Co Energy Ctr,6223,4B
Roland C. Dansby Power Plant,6243,1
Roland C. Dansby Power Plant,6243,2
Roland C. Dansby Power Plant,6243,3
Pawnee,6248,1
Winyah,6249,1
Winyah,6249,2
Winyah,6249,3
Winyah,6249,4
Mayo,6250,1A
Mayo,6250,1B
Germantown Power Plant,6253,**5
Germantown Power Plant,6253,P30
Germantown Power Plant,6253,P31
Germantown Power Plant,6253,P32
Germantown Power Plant,6253,P33
Germantown Power Plant,6253,P34
Germantown Power Plant,6253,P35
Germantown Power Plant,6253,P36
Germantown Power Plant,6253,P37
Ottumwa,6254,1
Scherer,6257,1
Scherer,6257,2
Scherer,6257,3
Allen B Wilson Combustion Turbine Plant,6258,1A
Allen B Wilson Combustion Turbine Plant,6258,1B
Allen B Wilson Combustion Turbine Plant,6258,1C
Allen B Wilson Combustion Turbine Plant,6258,1D
Allen B Wilson Combustion Turbine Plant,6258,1E
Allen B Wilson Combustion Turbine Plant,6258,1F
Mountaineer (1301),6264,1
Healy Power Plant,6288,2
Hutchinson - Plant 2,6358,1
Rokeby,6373,1
Rokeby,6373,2
Rokeby,6373,3
Dayton Avenue Substation,6463,GT2
Antelope Valley,6469,B1
Antelope Valley,6469,B2
Intermountain,6481,1SGA
Intermountain,6481,2SGA
Stock Island,6584,CT4
Alfred L Pierce Generating Station,6635,AP-1
R D Green,6639,G1
R D Green,6639,G2
Independence,6641,1
Independence,6641,2
Mexico,6650,CT01
Moberly,6651,CT01
Moreau,6652,CT01
Louisa,6664,101
Alcoa Allowance Management Inc,6705,1
Alcoa Allowance Management Inc,6705,2
Alcoa Allowance Management Inc,6705,3
Alcoa Allowance Management Inc,6705,4
Rock Lake Station,6741,1
Rawhide Energy Station,6761,101
Rawhide Energy Station,6761,A
Rawhide Energy Station,6761,B
Rawhide Energy Station,6761,C
Rawhide Energy Station,6761,D
Rawhide Energy Station,6761,F
Sikeston,6768,1
Hugo,6772,1
D B Wilson,6823,W1
St. Bonifacius Station,6824,1
St. Bonifacius Station,6824,2
East 12th Street,7013,4
Twin Oaks,7030,U1
Twin Oaks,7030,U2
Gravel Neck Combustion Turbine,7032,3
Gravel Neck Combustion Turbine,7032,4
Gravel Neck Combustion Turbine,7032,5
Gravel Neck Combustion Turbine,7032,6
McIntosh (7063),7063,**1
McIntosh (7063),7063,**2
McIntosh (7063),7063,**3
McIntosh (7063),7063,**4
McIntosh (7063),7063,**5
Harry Allen,7082,**3
Harry Allen,7082,**4
Harry Allen,7082,**5
Harry Allen,7082,**6
J K Spruce,7097,**1
J K Spruce,7097,**2
Forked River Power,7138,002001
Forked River Power,7138,003001
Pleasant Hill Energy Center,7145,1
Pleasant Hill Energy Center,7145,2
Pleasant Hill Energy Center,7145,3
Wading River Facility,7146,UGT007
Wading River Facility,7146,UGT008
Wading River Facility,7146,UGT009
Wading River Facility,7146,UGT013
Wading River Facility,7146,UGT014
Hay Road,7153,1
Hay Road,7153,2
Hay Road,7153,**3
Hay Road,7153,5
Hay Road,7153,6
Hay Road,7153,7
Lime Creek,7155,**1
Lime Creek,7155,**2
Woodsdale,7158,**GT1
Woodsdale,7158,**GT2
Woodsdale,7158,**GT3
Woodsdale,7158,**GT4
Woodsdale,7158,**GT5
Woodsdale,7158,**GT6
Concord,7159,**1
Concord,7159,**2
Concord,7159,**3
Concord,7159,**4
South Fond Du Lac,7203,**CT1
South Fond Du Lac,7203,**CT2
South Fond Du Lac,7203,**CT3
South Fond Du Lac,7203,**CT4
Cope Station,7210,COP1
Darbytown Combustion Turbine,7212,1
Darbytown Combustion Turbine,7212,2
Darbytown Combustion Turbine,7212,3
Darbytown Combustion Turbine,7212,4
Clover Power Station,7213,1
Clover Power Station,7213,2
Angus Anson,7237,2
Angus Anson,7237,3
Angus Anson,7237,4
Cane Island,7238,**1
Cane Island,7238,2
Cane Island,7238,3
Cane Island,7238,4
Polk,7242,**1
Polk,7242,**2
Polk,7242,**3
Polk,7242,**4
Polk,7242,**5
Reedy Creek Central Energy Plant,7254,32432
48th Street Peaking Station,7258,**7
48th Street Peaking Station,7258,**8
48th Street Peaking Station,7258,9
Woodland Generation Station,7266,1
Woodland Generation Station,7266,2
Paris,7270,**1
Paris,7270,**2
Paris,7270,**3
Paris,7270,**4
Lincoln Combustion Turbine,7277,1
Lincoln Combustion Turbine,7277,10
Lincoln Combustion Turbine,7277,11
Lincoln Combustion Turbine,7277,12
Lincoln Combustion Turbine,7277,13
Lincoln Combustion Turbine,7277,14
Lincoln Combustion Turbine,7277,15
Lincoln Combustion Turbine,7277,16
Lincoln Combustion Turbine,7277,17
Lincoln Combustion Turbine,7277,2
Lincoln Combustion Turbine,7277,3
Lincoln Combustion Turbine,7277,4
Lincoln Combustion Turbine,7277,5
Lincoln Combustion Turbine,7277,6
Lincoln Combustion Turbine,7277,7
Lincoln Combustion Turbine,7277,8
Lincoln Combustion Turbine,7277,9
Sherman Avenue,7288,1
State Line (MO),7296,1
State Line (MO),7296,2-1
State Line (MO),7296,2-2
Hines Energy Complex,7302,1A
Hines Energy Complex,7302,1B
Hines Energy Complex,7302,2A
Hines Energy Complex,7302,2B
Hines Energy Complex,7302,3A
Hines Energy Complex,7302,3B
Hines Energy Complex,7302,4A
Hines Energy Complex,7302,4B
Redding Power Plant,7307,5
Redding Power Plant,7307,6
Richard M Flynn (Holtsville),7314,001
Almond Power Plant,7315,1
Almond Power Plant,7315,2
Almond Power Plant,7315,3
Almond Power Plant,7315,4
Van Sant,7318,**11
San Jacinto Steam Electric Station,7325,SJS1
San Jacinto Steam Electric Station,7325,SJS2
Richmond (IN),7335,RCT1
Richmond (IN),7335,RCT2
Anderson,7336,ACT1
Anderson,7336,ACT2
Anderson,7336,ACT3
George Neal South,7343,4
University of Florida,7345,1
Robins,7348,CT1
Robins,7348,CT2
Coyote Springs,7350,CTG1
Coyote Springs,7350,CTG2
Midulla Generating Station,7380,1
Midulla Generating Station,7380,2
Midulla Generating Station,7380,4A
Midulla Generating Station,7380,4B
Midulla Generating Station,7380,5A
Midulla Generating Station,7380,5B
Midulla Generating Station,7380,6A
Midulla Generating Station,7380,6B
Midulla Generating Station,7380,7A
Midulla Generating Station,7380,7B
Midulla Generating Station,7380,8B
Interstate,7425,1
NCPA Combustion Turbine Project #2,7449,NA1
Rathdrum Combustion Turbine Project,7456,1
Rathdrum Combustion Turbine Project,7456,2
Neil Simpson II,7504,001
Neil Simpson II,7504,CT1
McPherson Municipal Power Plant #3,7515,1
Carson Power Plant,7527,1
Carson Power Plant,7527,2
Procter and Gamble Power Plant,7551,1A
Procter and Gamble Power Plant,7551,1B
Procter and Gamble Power Plant,7551,1C
Campbell Power Plant,7552,1
St. Francis Power Plant,7604,1
St. Francis Power Plant,7604,2
River Road,7605,1
Washington County Cogen (Olin),7697,CC1
SABIC Innovative Plastics - Burkville,7698,CC1
Tiger Bay,7699,1
Plant H. Allen Franklin,7710,1A
Plant H. Allen Franklin,7710,1B
Plant H. Allen Franklin,7710,2A
Plant H. Allen Franklin,7710,2B
Plant H. Allen Franklin,7710,3A
Plant H. Allen Franklin,7710,3B
Theodore Cogeneration,7721,CC1
Essex Power Plant,7749,1
Nodaway Power Plant,7754,1
Nodaway Power Plant,7754,2
Chouteau Power Plant,7757,1
Chouteau Power Plant,7757,2
Chouteau Power Plant,7757,3
Chouteau Power Plant,7757,4
Georgetown Substation,7759,GT1
Georgetown Substation,7759,GT2
Georgetown Substation,7759,GT3
Georgetown Substation,7759,GT4
Tilton Power Station,7760,1
Tilton Power Station,7760,2
Tilton Power Station,7760,3
Tilton Power Station,7760,4
Calpine Hidalgo Energy Center,7762,HRSG1
Calpine Hidalgo Energy Center,7762,HRSG2
Henry County Generating Station,7763,1
Henry County Generating Station,7763,2
Henry County Generating Station,7763,3
MPC Generating,7764,1
MPC Generating,7764,2
Dahlberg (Jackson County),7765,1
Dahlberg (Jackson County),7765,10
Dahlberg (Jackson County),7765,2
Dahlberg (Jackson County),7765,3
Dahlberg (Jackson County),7765,4
Dahlberg (Jackson County),7765,5
Dahlberg (Jackson County),7765,6
Dahlberg (Jackson County),7765,7
Dahlberg (Jackson County),7765,8
Dahlberg (Jackson County),7765,9
Sowega Power Project,7768,CT2
Sowega Power Project,7768,CT3
Omega JV2 Hamilton,7782,P001
Omega JV2 Bowling Green,7783,P001
Bonanza,7790,1-1
Richmond County Plant,7805,1
Richmond County Plant,7805,10
Richmond County Plant,7805,2
Richmond County Plant,7805,3
Richmond County Plant,7805,4
Richmond County Plant,7805,6
Richmond County Plant,7805,7
Richmond County Plant,7805,8
Richmond County Plant,7805,9
Sewell Creek Energy,7813,1
Sewell Creek Energy,7813,2
Sewell Creek Energy,7813,3
Sewell Creek Energy,7813,4
Alsey Station,7818,ACT1
Alsey Station,7818,ACT2
Alsey Station,7818,ACT5
Alsey Station,7818,ACT6
Fulton,7825,CT1
Plant Rowan County,7826,1
Plant Rowan County,7826,2
Plant Rowan County,7826,3
Plant Rowan County,7826,4
Plant Rowan County,7826,5
Smarr Energy Facility,7829,1
Smarr Energy Facility,7829,2
John S. Rainey Generating Station,7834,CT1A
John S. Rainey Generating Station,7834,CT1B
John S. Rainey Generating Station,7834,CT2A
John S. Rainey Generating Station,7834,CT2B
John S. Rainey Generating Station,7834,CT3
John S. Rainey Generating Station,7834,CT4
John S. Rainey Generating Station,7834,CT5
Rock Springs Generating Facility,7835,1
Rock Springs Generating Facility,7835,2
Rock Springs Generating Facility,7835,3
Rock Springs Generating Facility,7835,4
Marsh Run Generation Facility,7836,EU1
Marsh Run Generation Facility,7836,EU2
Marsh Run Generation Facility,7836,EU3
Louisa Generation Facility,7837,EU1
Louisa Generation Facility,7837,EU2
Louisa Generation Facility,7837,EU3
Louisa Generation Facility,7837,EU4
Louisa Generation Facility,7837,EU5
Remington Combustion Turbine Station,7838,1
Remington Combustion Turbine Station,7838,2
Remington Combustion Turbine Station,7838,3
Remington Combustion Turbine Station,7838,4
Ladysmith Combustion Turbine Sta,7839,1
Ladysmith Combustion Turbine Sta,7839,2
Ladysmith Combustion Turbine Sta,7839,3
Ladysmith Combustion Turbine Sta,7839,4
Ladysmith Combustion Turbine Sta,7839,5
Pleasant Valley Station,7843,11
Pleasant Valley Station,7843,12
Pleasant Valley Station,7843,13
Minnesota River Station,7844,U001
Lagoon Creek,7845,LCC1
Lagoon Creek,7845,LCC2
Lagoon Creek,7845,LCT1
Lagoon Creek,7845,LCT10
Lagoon Creek,7845,LCT11
Lagoon Creek,7845,LCT12
Lagoon Creek,7845,LCT2
Lagoon Creek,7845,LCT3
Lagoon Creek,7845,LCT4
Lagoon Creek,7845,LCT5
Lagoon Creek,7845,LCT6
Lagoon Creek,7845,LCT7
Lagoon Creek,7845,LCT8
Lagoon Creek,7845,LCT9
Brandy Branch,7846,1
Brandy Branch,7846,2
Brandy Branch,7846,3
Holden Power Plant,7848,1
Holden Power Plant,7848,2
Holden Power Plant,7848,3
Elk Mound Generating Station,7863,1
Elk Mound Generating Station,7863,2
Glenwood Landing Energy Center,7869,UGT011
Glenwood Landing Energy Center,7869,UGT012
Glenwood Landing Energy Center,7869,UGT013
Encogen Generating Station,7870,CT1
Encogen Generating Station,7870,CT2
Encogen Generating Station,7870,CT3
Robert P Mone,7872,1
Robert P Mone,7872,2
Robert P Mone,7872,3
Bayside Power Station,7873,CT1A
Bayside Power Station,7873,CT1B
Bayside Power Station,7873,CT1C
Bayside Power Station,7873,CT2A
Bayside Power Station,7873,CT2B
Bayside Power Station,7873,CT2C
Bayside Power Station,7873,CT2D
Bayside Power Station,7873,CT3A
Bayside Power Station,7873,CT3B
Bayside Power Station,7873,CT4A
Bayside Power Station,7873,CT4B
Bayside Power Station,7873,CT5A
Bayside Power Station,7873,CT5B
Bayside Power Station,7873,CT6A
Bayside Power Station,7873,CT6B
Terry Bundy Generating Station,7887,SVGS2
Terry Bundy Generating Station,7887,SVGS3
Terry Bundy Generating Station,7887,SVGS4
E B Harris Generating Plant,7897,1A
E B Harris Generating Plant,7897,1B
E B Harris Generating Plant,7897,2A
E B Harris Generating Plant,7897,2B
Sand Hill Energy Center,7900,SH1
Sand Hill Energy Center,7900,SH2
Sand Hill Energy Center,7900,SH3
Sand Hill Energy Center,7900,SH4
Sand Hill Energy Center,7900,SH5
Sand Hill Energy Center,7900,SH6
Sand Hill Energy Center,7900,SH7
H W Pirkey Power Plant,7902,1
McCartney Generating Station,7903,MGS1A
McCartney Generating Station,7903,MGS1B
McCartney Generating Station,7903,MGS2A
McCartney Generating Station,7903,MGS2B
Vernon Boulevard,7909,VB01
Vernon Boulevard,7909,VB02
23rd and 3rd,7910,2301
23rd and 3rd,7910,2302
Brentwood,7912,BW01
Hell Gate,7913,HG01
Hell Gate,7913,HG02
Harlem River Yard,7914,HR01
Harlem River Yard,7914,HR02
North 1st,7915,NO1
Talbot Energy Facility,7916,1
Talbot Energy Facility,7916,2
Talbot Energy Facility,7916,3
Talbot Energy Facility,7916,4
Talbot Energy Facility,7916,5
Talbot Energy Facility,7916,6
Chattahoochee Energy Facility,7917,8A
Chattahoochee Energy Facility,7917,8B
Lakefield Junction Generating,7925,CT01
Lakefield Junction Generating,7925,CT02
Lakefield Junction Generating,7925,CT03
Lakefield Junction Generating,7925,CT04
Lakefield Junction Generating,7925,CT05
Lakefield Junction Generating,7925,CT06
Osawatomie Generating Station,7928,1
West Gardner Generating Station,7929,1
West Gardner Generating Station,7929,2
West Gardner Generating Station,7929,3
West Gardner Generating Station,7929,4
Wansley (7946),7946,CT9A
Wansley (7946),7946,CT9B
Solway Plant,7947,1
Hoosier Energy Lawrence Co Station,7948,1
Hoosier Energy Lawrence Co Station,7948,2
Hoosier Energy Lawrence Co Station,7948,3
Hoosier Energy Lawrence Co Station,7948,4
Hoosier Energy Lawrence Co Station,7948,5
Hoosier Energy Lawrence Co Station,7948,6
Evander Andrews Power Complex,7953,CT1
Evander Andrews Power Complex,7953,CT2
Evander Andrews Power Complex,7953,CT3
Kemper County,7960,KCT1
Kemper County,7960,KCT2
Kemper County,7960,KCT3
Kemper County,7960,KCT4
Warren F. Sam Beasley Pwr Station,7962,1
Warren F. Sam Beasley Pwr Station,7962,2
Peno Creek Energy Center,7964,CT1A
Peno Creek Energy Center,7964,CT1B
Peno Creek Energy Center,7964,CT2A
Peno Creek Energy Center,7964,CT2B
Peno Creek Energy Center,7964,CT3A
Peno Creek Energy Center,7964,CT3B
Peno Creek Energy Center,7964,CT4A
Peno Creek Energy Center,7964,CT4B
Lordsburg Generating Station,7967,1
Lordsburg Generating Station,7967,2
Sumpter Plant,7972,1
Sumpter Plant,7972,2
Sumpter Plant,7972,3
Sumpter Plant,7972,4
Pyramid Generating Station,7975,1
Pyramid Generating Station,7975,2
Pyramid Generating Station,7975,3
Pyramid Generating Station,7975,4
Mill Creek Combustion Turbine Station,7981,1
Mill Creek Combustion Turbine Station,7981,2
Mill Creek Combustion Turbine Station,7981,3
Mill Creek Combustion Turbine Station,7981,4
Mill Creek Combustion Turbine Station,7981,5
Mill Creek Combustion Turbine Station,7981,6
Mill Creek Combustion Turbine Station,7981,7
Mill Creek Combustion Turbine Station,7981,8
Kalkaska CT Project #1,7984,1A
Kalkaska CT Project #1,7984,1B
Greater Des Moines Energy Center,7985,1
Greater Des Moines Energy Center,7985,2
Lake,7987,01
Silver Creek Generating Plant,7988,1
Silver Creek Generating Plant,7988,2
Silver Creek Generating Plant,7988,3
Sylvarena Generating Plant,7989,1
Sylvarena Generating Plant,7989,2
Sylvarena Generating Plant,7989,3
West Campus Cogeneration Facility,7991,U1
West Campus Cogeneration Facility,7991,U2
Grays Harbor Energy Center,7999,1
Grays Harbor Energy Center,7999,2
Beatrice,8000,1
Beatrice,8000,2
Newington,8002,1
Roseton Generating LLC,8006,1
Roseton Generating LLC,8006,2
Holtsville Facility,8007,U00001
Holtsville Facility,8007,U00002
Holtsville Facility,8007,U00003
Holtsville Facility,8007,U00004
Holtsville Facility,8007,U00005
Holtsville Facility,8007,U00006
Holtsville Facility,8007,U00007
Holtsville Facility,8007,U00008
Holtsville Facility,8007,U00009
Holtsville Facility,8007,U00010
Holtsville Facility,8007,U00011
Holtsville Facility,8007,U00012
Holtsville Facility,8007,U00013
Holtsville Facility,8007,U00014
Holtsville Facility,8007,U00015
Holtsville Facility,8007,U00016
Holtsville Facility,8007,U00017
Holtsville Facility,8007,U00018
Holtsville Facility,8007,U00019
Holtsville Facility,8007,U00020
Croydon Generating Station,8012,11
Croydon Generating Station,8012,12
Croydon Generating Station,8012,21
Croydon Generating Station,8012,22
Croydon Generating Station,8012,31
Croydon Generating Station,8012,32
Croydon Generating Station,8012,41
Croydon Generating Station,8012,42
Factory Gas Turbine,8016,2
Columbia,8023,1
Columbia,8023,2
Blue Lake Generating Plant,8027,1
Blue Lake Generating Plant,8027,2
Blue Lake Generating Plant,8027,3
Blue Lake Generating Plant,8027,4
